"potid"	"bk"	"type"	"comptrt"	"mvtrt"	"mivi"	"total"	"soilmeas"	"soilval"
"1005"	93	6	"CompPavi"	"P"	4	19.12	31.12	"soilmoi"	80.62
"1006"	99	7	"CompEmpty"	"N"	4	33.43	33.43	"soilmoi"	80.52
"1007"	104	7	"CompSobi"	"S"	4	4.55	65.25	"soilmoi"	77.14
"1008"	109	7	"CompPavi"	"P"	4	24.08	28.39	"soilmoi"	80.32
"1009"	115	8	"CompEmpty"	"N"	4	35.08	35.08	"soilmoi"	83.69
"1010"	120	8	"CompSobi"	"S"	4	4.09	119.67	"soilmoi"	64.63
"1011"	125	8	"CompPavi"	"P"	4	19.95	36.35	"soilmoi"	80.07
"1012"	131	9	"CompEmpty"	"N"	4	27.89	27.89	"soilmoi"	79.79
"1013"	136	9	"CompSobi"	"S"	4	0.61	104.24	"soilmoi"	63.84
"1014"	141	9	"CompPavi"	"P"	4	12.86	39.31	"soilmoi"	80.29
"1015"	147	10	"CompEmpty"	"N"	4	23.11	23.11	"soilmoi"	78.39
"1016"	152	10	"CompSobi"	"S"	4	1.52	70.08	"soilmoi"	75.43
"1017"	157	10	"CompPavi"	"P"	4	17.88	35.12	"soilmoi"	79.53
"1018"	4	1	"CompEmpty"	"N"	2	16.16	16.16	"soilmoi"	80.75
"1019"	9	1	"CompSobi"	"S"	2	0.53	63.76	"soilmoi"	72.31
"1020"	14	1	"CompPavi"	"P"	2	10.9	36.46	"soilmoi"	69.29
"1021"	20	2	"CompEmpty"	"N"	2	20.14	20.14	"soilmoi"	81.68
"1022"	25	2	"CompSobi"	"S"	2	0.51	78.61	"soilmoi"	77.78
"1023"	30	2	"CompPavi"	"P"	2	12.41	31.16	"soilmoi"	78.01
"1024"	36	3	"CompEmpty"	"N"	2	33.16	33.16	"soilmoi"	81.4
"1025"	41	3	"CompSobi"	"S"	2	1.19	61.23	"soilmoi"	58.41
"1026"	46	3	"CompPavi"	"P"	2	6.54	24.05	"soilmoi"	81.91
"1027"	52	4	"CompEmpty"	"N"	2	18.31	18.31	"soilmoi"	81.23
"1028"	57	4	"CompSobi"	"S"	2	0.45	99.96	"soilmoi"	64.94
"1029"	62	4	"CompPavi"	"P"	2	7.31	39.53	"soilmoi"	81.21
"1030"	68	5	"CompEmpty"	"N"	2	20.51	20.51	"soilmoi"	75.66
"1031"	73	5	"CompSobi"	"S"	2	0.75	69.54	"soilmoi"	54.96
"1032"	78	5	"CompPavi"	"P"	2	8.13	28.18	"soilmoi"	75.11
"1033"	84	6	"CompEmpty"	"N"	2	8.05	8.05	"soilmoi"	79.37
"1034"	89	6	"CompSobi"	"S"	2	0.67	81.18	"soilmoi"	74.81
"1035"	94	6	"CompPavi"	"P"	2	15.19	36.32	"soilmoi"	72.53
"1036"	100	7	"CompEmpty"	"N"	2	24.05	24.05	"soilmoi"	72.93
"1037"	105	7	"CompSobi"	"S"	2	0.57	122.65	"soilmoi"	64.32
"1038"	110	7	"CompPavi"	"P"	2	10.86	47.52	"soilmoi"	81.34
"1039"	116	8	"CompEmpty"	"N"	2	20.72	20.72	"soilmoi"	81.99
"1040"	121	8	"CompSobi"	"S"	2	0.54	115.75	"soilmoi"	64.65
"1041"	126	8	"CompPavi"	"P"	2	17.94	61.31	"soilmoi"	78.87
"1042"	132	9	"CompEmpty"	"N"	2	10.86	10.86	"soilmoi"	78.6
"1043"	137	9	"CompSobi"	"S"	2	0.58	111.32	"soilmoi"	65.45
"1044"	142	9	"CompPavi"	"P"	2	4.2	41.44	"soilmoi"	79.4
"1045"	148	10	"CompEmpty"	"N"	2	25.84	25.84	"soilmoi"	78.82
"1046"	153	10	"CompSobi"	"S"	2	0.35	90.88	"soilmoi"	72.86
"1047"	158	10	"CompPavi"	"P"	2	5.55	39.14	"soilmoi"	77.17
"1048"	5	1	"CompEmpty"	"N"	1	7.38	7.38	"soilmoi"	79.06
"1049"	10	1	"CompSobi"	"S"	1	1.01	69.26	"soilmoi"	70.09
"1050"	15	1	"CompPavi"	"P"	1	3.32	20.79	"soilmoi"	80.32
"1051"	21	2	"CompEmpty"	"N"	1	15.19	15.19	"soilmoi"	80.29
"1052"	26	2	"CompSobi"	"S"	1	0.11	55.21	"soilmoi"	78.82
"1053"	31	2	"CompPavi"	"P"	1	7.39	40.54	"soilmoi"	74.24
"1054"	37	3	"CompEmpty"	"N"	1	17.38	17.38	"soilmoi"	79.35
"1055"	42	3	"CompSobi"	"S"	1	0.35	78.41	"soilmoi"	71.24
"1056"	47	3	"CompPavi"	"P"	1	5.72	34.2	"soilmoi"	76.21
"1057"	53	4	"CompEmpty"	"N"	1	13.51	13.51	"soilmoi"	75.68
"1058"	58	4	"CompSobi"	"S"	1	0.37	84.22	"soilmoi"	73
"1059"	63	4	"CompPavi"	"P"	1	6.72	26.75	"soilmoi"	80.79
"1060"	74	5	"CompSobi"	"S"	1	0.16	62.83	"soilmoi"	74.82
"1061"	79	5	"CompPavi"	"P"	1	5.4	35.81	"soilmoi"	79.86
"1062"	85	6	"CompEmpty"	"N"	1	15.17	15.17	"soilmoi"	78.26
"1063"	90	6	"CompSobi"	"S"	1	0.31	88.68	"soilmoi"	76.98
"1064"	95	6	"CompPavi"	"P"	1	7.97	32.13	"soilmoi"	81.07
"1065"	101	7	"CompEmpty"	"N"	1	15.05	15.05	"soilmoi"	81.63
"1066"	106	7	"CompSobi"	"S"	1	0.03	116.26	"soilmoi"	59.26
"1067"	111	7	"CompPavi"	"P"	1	4.47	31.4	"soilmoi"	79.55
"1068"	117	8	"CompEmpty"	"N"	1	36.4	36.4	"soilmoi"	80.14
"1069"	122	8	"CompSobi"	"S"	1	0.33	107.86	"soilmoi"	52.42
"1070"	127	8	"CompPavi"	"P"	1	0.32	35.61	"soilmoi"	83.04
"1071"	133	9	"CompEmpty"	"N"	1	23.33	23.33	"soilmoi"	75.68
"1072"	138	9	"CompSobi"	"S"	1	0.81	118.87	"soilmoi"	64.49
"1073"	143	9	"CompPavi"	"P"	1	9.98	34.96	"soilmoi"	81.55
"1074"	149	10	"CompEmpty"	"N"	1	13.74	13.74	"soilmoi"	81.5
"1075"	154	10	"CompSobi"	"S"	1	2.24	77.82	"soilmoi"	68.56
"1076"	159	10	"CompPavi"	"P"	1	8.8	34.61	"soilmoi"	80.34
"1077"	6	1	"Empty"	"N"	0	0	0	"soilmoi"	83.06
"1078"	11	1	"Sobi"	"S"	0	0	52.06	"soilmoi"	69.14
"1079"	16	1	"Pavi"	"P"	0	0	21.88	"soilmoi"	80.52
"1080"	22	2	"Empty"	"N"	0	0	0	"soilmoi"	82.61
"1081"	27	2	"Sobi"	"S"	0	0	59.08	"soilmoi"	75.09
"1082"	32	2	"Pavi"	"P"	0	0	27.6	"soilmoi"	80.49
"1083"	38	3	"Empty"	"N"	0	0	0	"soilmoi"	80.31
"1084"	43	3	"Sobi"	"S"	0	0	60.18	"soilmoi"	78.04
"1085"	48	3	"Pavi"	"P"	0	0	33.37	"soilmoi"	67.41
"1086"	54	4	"Empty"	"N"	0	0	0	"soilmoi"	80.26
"1087"	59	4	"Sobi"	"S"	0	0	95.6	"soilmoi"	71.26
"1088"	64	4	"Pavi"	"P"	0	0	35.34	"soilmoi"	78.03
"1089"	70	5	"Empty"	"N"	0	0	0	"soilmoi"	80.97
"1090"	75	5	"Sobi"	"S"	0	0	77.54	"soilmoi"	49.34
"1091"	80	5	"Pavi"	"P"	0	0	27.46	"soilmoi"	79.35
"1092"	86	6	"Empty"	"N"	0	0	0	"soilmoi"	81.61
"1093"	91	6	"Sobi"	"S"	0	0	74.65	"soilmoi"	66.54
"1094"	96	6	"Pavi"	"P"	0	0	31.41	"soilmoi"	76.47
"1095"	102	7	"Empty"	"N"	0	0	0	"soilmoi"	83.27
"1096"	107	7	"Sobi"	"S"	0	0	114.61	"soilmoi"	65.31
"1097"	112	7	"Pavi"	"P"	0	0	26.87	"soilmoi"	81.03
"1098"	118	8	"Empty"	"N"	0	0	0	"soilmoi"	83.39
"1099"	123	8	"Sobi"	"S"	0	0	115.83	"soilmoi"	56.98
"1100"	128	8	"Pavi"	"P"	0	0	34.35	"soilmoi"	80.34
"1101"	134	9	"Empty"	"N"	0	0	0	"soilmoi"	80.8
"1102"	139	9	"Sobi"	"S"	0	0	107.89	"soilmoi"	54.75
"1103"	144	9	"Pavi"	"P"	0	0	46.19	"soilmoi"	78.79
"1104"	150	10	"Empty"	"N"	0	0	0	"soilmoi"	82.54
"1105"	155	10	"Sobi"	"S"	0	0	81.01	"soilmoi"	78.47
"1106"	160	10	"Pavi"	"P"	0	0	48.47	"soilmoi"	81.94
